prompt,output_data_type,attribute_id,attribute_label,concept_id
"Drugs, treatments, or medical countermeasures (curative or preventive, e.g., prophylactics) developed or used to manage a climate-sensitive health condition. Also encompasses adaptation of medication to climatic conditions (e.g. heat).. Also encompasses adaptation of drug storage to heat and thermal stability assessment of drugs.",bool,354,Therapeutics and pharmaceuticals,DSNY000644
"Ecosystem-based interventions not classified under urban green-blue infrastructure, coastal and marine protection, or forest and land management.",bool,346,Z_Other ecosystem-based interventions,DSNY000582
"Actions taken at the household level to reduce energy consumption and associated emissions, including reducing heating and cooling use, improving insulation, and adopting lower-emission energy sources.",bool,334,Behaviour related to households,DSNY000109
"Community networks and informal support systems that enable mutual assistance during times of stress or shock, including food sharing, community care, and grassroots first response.",bool,341,Social cohesion / mutual aid,DSNY000591
"Chronic respiratory diseases not captured under the specific GBD sub-categories of COPD, pneumoconiosis, asthma, or interstitial lung disease.. GBD ref: 520",bool,224,Z_Other chronic respiratory diseases,DSNY000403
"A severe chronic mental disorder characterised by positive symptoms (hallucinations, delusions), negative symptoms (blunted affect, social withdrawal), and cognitive impairment.. GBD ref: 559",bool,249,Schizophrenia,DSNY000424
"Birth occurring before 37 completed weeks of gestation, associated with increased risk of respiratory distress, infection, neurodevelopmental impairment, and neonatal death.. GBD ref: 381",bool,151,Neonatal preterm birth,DSNY000368
"Malignant tumours arising in the trachea, bronchi, or lung parenchyma, strongly associated with tobacco smoking and air pollution exposure.. GBD ref: 426",bool,253,"Tracheal, bronchus, and lung cancer",DSNY000379
"A disruptive behavioural disorder characterised by repetitive and persistent patterns of antisocial behaviour, aggression, or violation of social norms.. GBD ref: 579",bool,244,Conduct disorder,DSNY000431
"Deaths resulting from injuries including drowning, fires, natural disasters, suicide, and interpersonal violence.",bool,130,"Injury-related mortality (drowning, fires, disasters, suicide, violence)",DSNY000303
"Infections transmitted primarily through sexual contact, excluding HIV, including syphilis, gonorrhoea, chlamydia, and other sexually transmitted pathogens.. GBD ref: 393",bool,146,Sexually transmitted infections excluding HIV,DSNY000317
"A chronic or recurrent sensation of itching without a primary skin lesion, often associated with systemic disease, dry skin, or neuropathic conditions.. GBD ref: 663",bool,272,Pruritus,DSNY000453
"Neurological conditions not classified under the major GBD neurological sub-categories, including rare and unspecified disorders of the nervous system.. GBD ref: 557",bool,262,Z_Other neurological disorders,DSNY000422
"Inflammatory skin conditions characterised by erythema, pruritus, and scaling, including atopic dermatitis and contact dermatitis.. GBD ref: 654",bool,270,Dermatitis,DSNY000445
"Acute inflammatory disease of the glomeruli, typically immune-mediated, presenting with haematuria, proteinuria, hypertension, and impaired renal function.. GBD ref: 588",bool,225,Acute glomerulonephritis,DSNY000443
"A parasitic infection caused by Dracunculus medinensis, acquired by drinking water containing infected copepods, resulting in a slowly emerging worm through the skin.. GBD ref: 936",bool,160,Guinea worm disease,DSNY000349
Elevated blood pressure in the pulmonary arterial circulation leading to progressive right heart failure and exercise limitation.. GBD ref: 1004,bool,215,Pulmonary Arterial Hypertension,DSNY000391
"Diseases of bones, joints, muscles, and connective tissue, including osteoarthritis, rheumatoid arthritis, osteoporosis, and low back and neck pain.. GBD ref: 626",bool,200,Musculoskeletal disorders,DSNY000461
"A progressive, non-reversible obstructive lung disease characterised by persistent airflow limitation, associated with tobacco smoke, indoor and outdoor air pollution, and occupational exposures.. GBD ref: 509",bool,221,Chronic obstructive pulmonary disease,DSNY000398
"An autoimmune condition causing patchy non-scarring hair loss on the scalp or other hair-bearing areas, which may progress to total hair loss.. GBD ref: 662",bool,267,Alopecia areata,DSNY000452
"A common mental disorder characterised by persistent low mood, anhedonia, and a range of cognitive, physical, and emotional symptoms causing significant functional impairment.. GBD ref: 567",bool,245,Depressive disorders,DSNY000425
"Diseases of the heart and blood vessels, including ischemic heart disease, stroke, heart failure, and other circulatory conditions.. GBD ref: 491",bool,195,Cardiovascular diseases,DSNY000384
"A neurological disorder characterised by recurrent unprovoked seizures due to abnormal electrical activity in the brain, not attributable to an identified structural or metabolic cause.. GBD ref: 545",bool,258,Idiopathic epilepsy,DSNY000418
"Physical harm to the body resulting from external causes, including unintentional injuries, self-harm, interpersonal violence, and conflict.. GBD ref: 687",bool,115,4. Injuries,DSNY000470
"Medical conditions and complications directly related to pregnancy and childbirth, including haemorrhage, hypertensive disorders, obstructed labour, and sepsis.. GBD ref: 366",bool,147,Maternal disorders,DSNY000365
"A parasitic disease caused by Onchocerca volvulus, transmitted by blackflies near fast-flowing rivers, causing skin disease and progressive visual impairment leading to blindness.. GBD ref: 355",bool,167,Onchocerciasis,DSNY000339
"Injuries caused by physical mechanical forces including crushing, cutting, impact, and blast, covering occupational and other unintentional mechanical trauma.. GBD ref: 704",bool,301,Exposure to mechanical forces,DSNY000477
"Can you provide a short defintion of nicotine dependence?
12:15

Nicotine dependence is a chronic, relapsing condition characterized by compulsive use of nicotine-containing products (most commonly cigarettes), accompanied by tolerance, a withdrawal syndrome on cessation or reduction, and continued use despite the awareness of harmful consequences.",bool,280,Nicotine dependence,DSNY000624
"Atherosclerotic obstruction of the arteries supplying the lower limbs, causing claudication, ischaemia, and risk of amputation.. GBD ref: 502",bool,213,Lower extremity peripheral arterial disease,DSNY000394
"Infection of the endocardium, most commonly involving the heart valves, caused by bacterial or fungal organisms and associated with significant morbidity and mortality.. GBD ref: 503",bool,210,Endocarditis,DSNY000395
"Reduction in blood supply to the heart muscle due to atherosclerosis of the coronary arteries, presenting as angina, myocardial infarction, or sudden cardiac death.. GBD ref: 493",bool,212,Ischemic heart disease,DSNY000386
"Severe systemic infection caused by non-typhoidal Salmonella serovars invading the bloodstream, predominantly affecting young children and immunocompromised individuals in low-income settings.. GBD ref: 959",bool,141,Invasive Non-typhoidal Salmonella (iNTS),DSNY000328
"Infectious diseases not elsewhere classified, including rare, emerging, or unspecified infections not captured in major GBD sub-categories.. GBD ref: 408",bool,194,Z_Other unspecified infectious diseases,DSNY000363
"Injuries and deaths resulting from organised collective violence, including war, armed conflict, and terrorist attacks.. GBD ref: 945",bool,291,Conflict and terrorism,DSNY000488
"Structural and functional cardiac disease caused by chronic elevation of blood pressure, leading to left ventricular hypertrophy and heart failure.. GBD ref: 498",bool,211,Hypertensive heart disease,DSNY000388
"A severe and often fatal viral haemorrhagic fever caused by Ebola virus, characterised by fever, bleeding, and multi-organ failure.. GBD ref: 843",bool,158,Ebola,DSNY000347
"A vector-borne parasitic disease caused by Trypanosoma brucei, transmitted by tsetse flies, causing progressive neurological deterioration if untreated.. GBD ref: 350",bool,152,African trypanosomiasis,DSNY000334
"Deaths attributable to chronic conditions of the respiratory tract, including chronic obstructive pulmonary disease and asthma.",bool,128,Chronic respiratory diseases mortality,DSNY000301
"An allergic or immune-mediated reaction presenting as transient raised itchy wheals on the skin, often accompanied by angioedema of deeper tissues.. GBD ref: 664",bool,275,Urticaria,DSNY000454
"Deaths from infectious diseases not classified under respiratory, enteric, or vector-borne categories, including meningitis, encephalitis, and vaccine-preventable infections.",bool,125,Other infectious diseases mortality,DSNY000310
"Deaths among women during pregnancy, childbirth, or the postpartum period attributable to obstetric causes.",bool,120,Maternal mortality,DSNY000312
"A parasitic disease transmitted by Anopheles mosquitoes, caused by Plasmodium species, producing fever, anaemia, and potentially fatal cerebral complications.. GBD ref: 345",bool,166,Malaria,DSNY000331
"A tick-borne bacterial infection caused by Borrelia burgdorferi, presenting with a characteristic expanding rash and potentially causing cardiac, neurological, and joint complications if untreated.",bool,188,Lyme disease,DSNY000362
"Infections of the lower respiratory tract including the lungs and bronchi, such as pneumonia and bronchiolitis, representing a leading cause of morbidity and mortality.. GBD ref: 322",bool,181,Lower respiratory infections,DSNY000320
"Parasitic worm infections transmitted through soil contaminated with faecal matter, including ascariasis, hookworm, and trichuriasis, causing malnutrition and developmental impairment.. GBD ref: 360",bool,161,Intestinal nematode infections,DSNY000344
"Injuries caused by contact with animals, including bites, stings, and envenomation from snakes, insects, marine animals, and other wildlife.. GBD ref: 709",bool,296,Animal contact,DSNY000479
"Deaths attributable to non-communicable diseases not classified under the major NCD categories of cardiovascular, respiratory, neoplastic, or metabolic disease.",bool,132,Other non-communicable diseases mortality,DSNY000304
"Mental disorders characterised by abnormal eating behaviours and distorted body image, including anorexia nervosa, bulimia nervosa, and binge eating disorder.. GBD ref: 572",bool,246,Eating disorders,DSNY000428
"Sudden deterioration of kidney function over hours to days, causing accumulation of waste products and fluid imbalance, often associated with sepsis, dehydration, or nephrotoxic exposure.",bool,228,Acute kidney injury,DSNY000442
"Injury or death resulting from exposure to toxic substances, including medications, household chemicals, pesticides, and environmental toxins.. GBD ref: 700",bool,305,Poisonings,DSNY000476
"Diseases affecting the organs of vision and hearing, including conditions causing visual impairment, blindness, and hearing loss.. GBD ref: 669",bool,203,Sense organ diseases,DSNY000457
"Respiratory illness caused by the SARS-CoV-2 coronavirus, ranging from mild infection to severe pneumonia, acute respiratory distress, and multi-organ failure.. GBD ref: 1048",bool,180,COVID-19,DSNY000323
"Pathological dilation of the aortic wall with risk of rupture, most commonly involving the abdominal aorta and associated with hypertension and atherosclerosis.. GBD ref: 501",bool,207,Aortic aneurysm,DSNY000393
"A chronic autoimmune demyelinating disease of the central nervous system, characterised by relapsing or progressive neurological deficits affecting motor, sensory, and cognitive function.. GBD ref: 546",bool,260,Multiple sclerosis,DSNY000419
"A mosquito-borne viral infection caused by Zika virus, typically mild in adults but associated with congenital microcephaly and Guillain-Barré syndrome.. GBD ref: 935",bool,172,Zika virus,DSNY000348
"Injuries to the skin and deeper tissues caused by flames, hot surfaces, scalding liquids, or contact with hot substances.. GBD ref: 699",bool,303,"Fire, heat, and hot substances",DSNY000475
"The spontaneous or induced termination of pregnancy before viability, including miscarriage, unsafe abortion, and related complications.. GBD ref: 995",bool,149,Maternal abortion and miscarriage,DSNY000366
"A fatal viral encephalitis caused by lyssavirus, transmitted through the bite of infected animals, almost universally fatal once clinical symptoms develop.. GBD ref: 359",bool,168,Rabies,DSNY000343
"A chronic disorder characterised by compulsive alcohol consumption, loss of control over drinking, and continued use despite physical and social harm.. GBD ref: 560",bool,278,Alcohol use disorders,DSNY000436
"Acute inflammation of the appendix, presenting with right iliac fossa pain and requiring surgical intervention to prevent perforation and peritonitis.. GBD ref: 529",bool,230,Appendicitis,DSNY000407
"Conditions arising from impaired blood supply to the intestinal wall, including mesenteric ischaemia and ischaemic colitis.. GBD ref: 533",bool,238,Vascular intestinal disorders,DSNY000411
"A chronic bacterial infection caused by Mycobacterium leprae, affecting the skin, peripheral nerves, and mucous membranes, and historically associated with significant stigma.. GBD ref: 405",bool,163,Leprosy,DSNY000346
"Chronic, non-infectious diseases of long duration including cardiovascular, respiratory, metabolic, neurological, and neoplastic conditions.. GBD ref: 409",bool,114,3. Non-communicable diseases,DSNY000377
"Injuries resulting from a person falling from one level to another or on the same level, including fractures, head injuries, and soft tissue trauma.. GBD ref: 697",bool,302,Falls,DSNY000473
"Cardiac arrhythmias characterised by rapid and irregular electrical activity in the atria, associated with stroke risk and heart failure.. GBD ref: 500",bool,208,Atrial fibrillation and flutter,DSNY000392
"Cardiovascular and circulatory diseases not elsewhere classified in the GBD framework, including peripheral vascular conditions and miscellaneous cardiac disorders.. GBD ref: 507",bool,218,Z_Other cardiovascular and circulatory diseases,DSNY000396
"Intentional injury directed at oneself, including suicidal behaviour and non-suicidal self-injury, across a spectrum from ideation to fatal self-inflicted harm.. GBD ref: 718",bool,294,Self-harm,DSNY000486
"A highly contagious viral infection caused by measles morbillivirus, preventable by vaccination and causing fever, rash, and serious complications including pneumonia and encephalitis.. GBD ref: 341",bool,189,Measles,DSNY000359
"Partial or complete loss of hearing attributable to ageing, noise exposure, ototoxic medications, or other causes, affecting communication and quality of life.. GBD ref: 674",bool,263,Age-related and other hearing loss,DSNY000459
"Physical, sexual, or psychological harm intentionally inflicted by one person on another, including assault, domestic violence, and sexual violence.. GBD ref: 724",bool,292,Interpersonal violence,DSNY000487
"Severe deficiency of protein and energy intake, manifesting as marasmus (energy deficiency) or kwashiorkor (protein deficiency), predominantly affecting young children in food-insecure settings.. GBD ref: 387",bool,177,Protein-energy malnutrition,DSNY000372
"Diseases affecting the skin and subcutaneous tissue, including inflammatory, infectious, allergic, and degenerative conditions.. GBD ref: 653",bool,204,Skin and subcutaneous diseases,DSNY000444
"Injuries resulting from exposure to extreme environmental temperatures, including heat stroke, heat exhaustion, hypothermia, and frostbite.. GBD ref: 842",bool,299,Environmental heat and cold exposure,DSNY000482
"A chronic inflammatory airway disease characterised by reversible bronchoconstriction, wheeze, and airway hyperresponsiveness, triggered by allergens, pollutants, and respiratory infections.. GBD ref: 515",bool,220,Asthma,DSNY000400
"Respiratory impairment resulting from submersion or immersion in liquid, including fatal drowning and non-fatal near-drowning events.. GBD ref: 698",bool,297,Drowning,DSNY000474
"Insufficient dietary iron intake leading to iron deficiency anaemia, impairing oxygen transport, cognitive development, and immune function.. GBD ref: 390",bool,175,Dietary iron deficiency,DSNY000375
"Deaths attributable to diseases of the heart and circulatory system, including ischemic heart disease, stroke, and heart failure.",bool,127,Cardiovascular mortality,DSNY000299
"Diseases affecting the brain, spinal cord, and peripheral nervous system, including degenerative, inflammatory, and functional neurological conditions.. GBD ref: 542",bool,202,Neurological disorders,DSNY000415
"A highly contagious bacterial respiratory infection caused by Bordetella pertussis, characterised by severe paroxysmal coughing and particularly dangerous in infants.. GBD ref: 339",bool,191,Pertussis,DSNY000357
"Non-infectious diseases of the gastrointestinal tract and related organs, including the liver, gallbladder, and pancreas.. GBD ref: 526",bool,198,Digestive diseases,DSNY000404
"Disorders characterised by compulsive use of illicit or prescription drugs, including opioids, stimulants, and cannabis, with significant harm to health and functioning.. GBD ref: 561",bool,279,Drug use disorders,DSNY000437
"Conditions characterised by clinically significant disturbances in cognition, emotion regulation, or behaviour, reflecting dysfunction in psychological or biological processes.. GBD ref: 558",bool,199,Mental disorders,DSNY000423
"Cardiac valve damage resulting from repeated episodes of rheumatic fever caused by group A streptococcal throat infection, predominantly affecting children and young adults in low-income settings.. GBD ref: 492",bool,216,Rheumatic heart disease,DSNY000385
"Long-term diseases affecting the airways and lung parenchyma, including obstructive, restrictive, and inflammatory conditions causing progressive respiratory impairment.. GBD ref: 508",bool,196,Chronic respiratory diseases,DSNY000397
"Infection caused by varicella-zoster virus, producing chickenpox on primary infection and reactivating as herpes zoster (shingles) in older or immunocompromised individuals.. GBD ref: 342",bool,193,Varicella and herpes zoster,DSNY000360
"Illness characterised by loose or watery stools, caused by a range of enteric pathogens and strongly associated with unsafe water, poor sanitation, and food contamination.. GBD ref: 302",bool,140,Diarrheal diseases,DSNY000325
"Acute or chronic inflammation of the pancreas, causing abdominal pain and disrupting digestive enzyme and insulin secretion.. GBD ref: 535",bool,235,Pancreatitis,DSNY000413
"Progressive neurodegenerative diseases characterised by cognitive decline, including Alzheimer's disease and other dementias causing loss of memory, reasoning, and functional independence.. GBD ref: 543",bool,256,Alzheimer's disease and other dementias,DSNY000416
Deaths attributable to malignant and benign neoplasms across all anatomical sites.,bool,131,Neoplasms mortality,DSNY000300
"Injury caused by a foreign object entering the body through ingestion, aspiration, or direct penetration of a body cavity or tissue.. GBD ref: 712",bool,304,Foreign body,DSNY000480
"A parasitic disease caused by Leishmania species, transmitted by sandflies, presenting as cutaneous, mucocutaneous, or visceral forms.. GBD ref: 347",bool,162,Leishmaniasis,DSNY000333
"Infection by the larval stage of the pork tapeworm Taenia solium, which can invade the brain causing neurocysticercosis, a leading cause of acquired epilepsy.. GBD ref: 352",bool,156,Cysticercosis,DSNY000336
"An acute viral haemorrhagic disease transmitted by Aedes and Haemagogus mosquitoes, endemic in tropical Africa and South America.. GBD ref: 358",bool,171,Yellow fever,DSNY000342
"Skin and subcutaneous diseases not classified under the specific GBD sub-categories, including rare, unspecified, or miscellaneous dermatological conditions.. GBD ref: 668",bool,277,Z_Other skin and subcutaneous diseases,DSNY000456
"The sudden unexpected death of an apparently healthy infant, typically during sleep, for which no cause is identified after thorough post-mortem investigation.. GBD ref: 686",bool,286,Sudden infant death syndrome,DSNY000469
"Diseases of the heart muscle including cardiomyopathy and inflammation of the myocardium, leading to impaired cardiac function and heart failure.. GBD ref: 499",bool,209,Cardiomyopathy and myocarditis,DSNY000390
"Growth faltering in children due to chronic undernutrition (stunting: low height-for-age) or acute undernutrition (wasting: low weight-for-height), with serious consequences for development and survival.. REI ref: 240/241",bool,174,Childhood stunting and wasting,DSNY000371
"Allergic inflammation of the nasal mucosa triggered by inhaled allergens including pollen, dust mites, and moulds, causing sneezing, nasal congestion, and rhinorrhoea.",bool,219,Allergic rhinitis,DSNY000401
"A spectrum of visual impairment ranging from reduced vision to complete blindness, caused by refractive errors, cataracts, glaucoma, macular degeneration, and infectious causes including trachoma.. GBD ref: 981",bool,264,Blindness and vision loss,DSNY000458
"A heterogeneous group of diffuse parenchymal lung diseases characterised by inflammation and fibrosis of the lung interstitium, leading to progressive breathlessness and impaired gas exchange.. GBD ref: 516",bool,222,Interstitial lung disease and pulmonary sarcoidosis,DSNY000402
"Deaths attributable to non-communicable diseases, including cardiovascular, respiratory, metabolic, and neoplastic conditions.",bool,118,1.3. Non-communicable mortality,DSNY000298
"Dysfunction of one or more heart valves not attributable to rheumatic disease, including aortic stenosis, mitral regurgitation, and degenerative valve conditions.. GBD ref: 504",bool,214,Non-rheumatic valvular heart disease,DSNY000389
"A heterogeneous group of conditions affecting endocrine glands, metabolic processes, and immune function, including thyroid disease, adrenal disorders, and autoimmune conditions. Exception is diabetes, which is captured under ""Diabetes and kidney diseases"" and more specifically under ""Diabetes mellitus"".. GBD ref: 619",bool,282,"Endocrine, metabolic, blood, and immune disorders",DSNY000467
"Deaths attributable to nutritional deficiencies and undernutrition, including protein-energy malnutrition and micronutrient deficiency disorders.",bool,122,Nutrition-related mortality,DSNY000313
"A chronic immune-mediated inflammatory skin disease characterised by scaly erythematous plaques, with systemic associations including psoriatic arthritis.. GBD ref: 655",bool,273,Psoriasis,DSNY000446
"Infectious diseases not classified under respiratory, enteric, or vector-borne categories, including bacterial, viral, and prion conditions of diverse transmission routes.. GBD ref: 961",bool,139,Z_Other infectious diseases,DSNY000353
"Intestinal infectious diseases not classified under diarrhoea, cholera, typhoid, or iNTS, including other bacterial, viral, and parasitic gut infections.. GBD ref: 321",bool,143,Z_Other intestinal infectious diseases,DSNY000329
"Injuries sustained in road traffic crashes involving motor vehicles, motorcycles, cyclists, and pedestrians.. GBD ref: 688",bool,289,Transport injuries,DSNY000471
"The occurrence of death as a health outcome, classified by cause, age group, and population to characterise the fatal burden of disease.",bool,112,1. Mortality (Outcome),DSNY000296
"A chronic inflammatory disease of the pilosebaceous unit characterised by comedones, papules, pustules, and nodules, predominantly affecting the face and trunk.. GBD ref: 661",bool,266,Acne vulgaris,DSNY000451
"A mosquito-borne viral infection caused by dengue virus serotypes, transmitted by Aedes mosquitoes, producing fever, severe headache, and in severe cases haemorrhagic complications.. GBD ref: 357",bool,157,Dengue,DSNY000341
"Injuries directly caused by natural forces including earthquakes, floods, storms, landslides, and volcanic eruptions.. GBD ref: 729",bool,300,Exposure to forces of nature,DSNY000483
"Mechanical or functional obstruction of the intestine causing failure of intestinal transit, presenting with pain, distension, and vomiting.. GBD ref: 530",bool,236,Paralytic ileus and intestinal obstruction,DSNY000408
"Deaths attributable to enteric infections transmitted via contaminated food or water, including diarrhoeal diseases and typhoid.",bool,123,Enteric infections mortality,DSNY000308
"Deaths attributable to diabetes mellitus and chronic kidney disease, which frequently co-occur and share common risk pathways.",bool,129,Diabetes and kidney diseases mortality,DSNY000302
"Acute inflammatory liver disease caused by hepatitis A, B, C, D, or E viruses, ranging from self-limiting illness to fulminant hepatic failure.. GBD ref: 400",bool,185,Acute hepatitis,DSNY000361
"Intentional injuries caused by violence directed at oneself or others, including self-harm, assault, sexual violence, and conflict-related injuries.. GBD ref: 717",bool,288,Self-harm and interpersonal violence,DSNY000485
"Mental disorders not classified under the major GBD mental health sub-categories, including other anxiety, dissociative, somatic, and unspecified psychiatric conditions.. GBD ref: 585",bool,250,Z_Other mental disorders,DSNY000434
"A vaccine-preventable bacterial infection caused by Corynebacterium diphtheriae, producing a toxin that causes a characteristic pharyngeal membrane and life-threatening airway obstruction and cardiac complications.. GBD ref: 338",bool,186,Diphtheria,DSNY000356
"Digestive diseases not classified under the specific GBD sub-categories of liver, upper GI, appendix, hernia, IBD, vascular, gallbladder, or pancreatic disease.. GBD ref: 1161",bool,239,Z_Other digestive diseases,DSNY000414
"Deficiency of vitamin A resulting in night blindness, increased susceptibility to infection, and xerophthalmia, predominantly affecting children and pregnant women.. GBD ref: 389",bool,178,Vitamin A deficiency,DSNY000374
"Disorders characterised by compulsive use of psychoactive substances despite adverse consequences, including alcohol and drug use disorders.. GBD ref: 973",bool,205,Substance use disorders,DSNY000435
"A mood disorder characterised by episodes of mania or hypomania alternating with depression, causing significant disruption to functioning and quality of life.. GBD ref: 570",bool,243,Bipolar disorder,DSNY000426
"Birth weight below 2,500 grams, associated with increased neonatal mortality, infection susceptibility, and long-term developmental and metabolic risk.. REI ref: 339",bool,150,Low birth weight,DSNY000369
"A group of mental disorders characterised by excessive fear or worry disproportionate to circumstances, including generalised anxiety disorder, panic disorder, and phobias.. GBD ref: 571",bool,240,Anxiety disorders,DSNY000427
"Deaths caused by infections of the respiratory tract, including tuberculosis, pneumonia, and other lower and upper respiratory infections.",bool,126,Respiratory infections mortality (including tuberculosis),DSNY000307
"A progressive neurodegenerative disease characterised by tremor, rigidity, bradykinesia, and postural instability, caused by loss of dopaminergic neurons in the substantia nigra.. GBD ref: 544",bool,261,Parkinson's disease,DSNY000417
"Conditions affecting the gallbladder and bile ducts, including cholelithiasis, cholecystitis, and biliary obstruction.. GBD ref: 534",bool,232,Gallbladder and biliary diseases,DSNY000412
"A GBD grouping encompassing diabetes mellitus and kidney diseases, which share common metabolic risk factors and frequently co-occur.. GBD ref: 974",bool,197,Diabetes and kidney diseases,DSNY000438
"Infection and inflammation of the middle ear, commonly caused by bacterial or viral pathogens following upper respiratory infection.. GBD ref: 329",bool,182,Otitis media,DSNY000322
"Infections transmitted through sexual contact or blood-borne routes, including HIV/AIDS and bacterial and viral sexually transmitted infections.. GBD ref: 955",bool,134,HIV/AIDS and sexually transmitted infections,DSNY000315
"A vector-borne parasitic disease caused by Trypanosoma cruzi, transmitted by triatomine bugs and endemic to Latin America, with chronic cardiac and digestive complications.. GBD ref: 346",bool,153,Chagas disease,DSNY000332
"A progressive neurodegenerative disease causing degeneration of upper and lower motor neurons, leading to progressive paralysis and respiratory failure.. GBD ref: 554",bool,259,Motor neuron disease,DSNY000420
"Diseases characterised by the uncontrolled growth of abnormal cells, including malignant cancers and benign tumours across all anatomical sites.. GBD ref: 410",bool,201,Neoplasms,DSNY000378
"Infections of the upper respiratory tract including the nose, throat, sinuses, and larynx, typically caused by viruses.. GBD ref: 328",bool,184,Upper respiratory infections,DSNY000321
"Irreversible, progressive loss of kidney function over months to years, classified by stages of declining GFR and associated with cardiovascular risk and need for renal replacement therapy.. GBD ref: 589",bool,229,Chronic kidney disease,DSNY000441
"Deaths attributable to communicable diseases, maternal conditions, neonatal disorders, and nutritional deficiencies.",bool,117,"1.2. Communicable, maternal, neonatal, and nutritional mortality",DSNY000305
"Deaths from any cause combined, used as an overall measure of fatal burden without attribution to a specific disease or condition.",bool,116,1.1. Total / all-cause mortality (Outcome),DSNY000297
"A neurodevelopmental condition characterised by persistent difficulties in social communication and interaction alongside restricted, repetitive patterns of behaviour.. GBD ref: 575",bool,242,Autism spectrum disorders,DSNY000429
"Conditions originating in the perinatal period affecting newborns, including preterm birth, birth asphyxia, neonatal infections, and congenital anomalies.. GBD ref: 380",bool,148,Neonatal disorders,DSNY000367
"Harm resulting from medical or surgical interventions, including adverse drug reactions, surgical complications, and healthcare-associated infections.. GBD ref: 708",bool,295,Adverse effects of medical treatment,DSNY000478
"Skin diseases caused by viral pathogens including herpes simplex virus, human papillomavirus (warts), and molluscum contagiosum.. GBD ref: 660",bool,276,Viral skin diseases,DSNY000450
"Chronic neurological disorders characterised by recurrent headache, including migraine, tension-type headache, and cluster headache, causing significant disability.. GBD ref: 972",bool,257,Headache disorders,DSNY000421
"A parasitic disease caused by Schistosoma flatworms, transmitted through contact with contaminated freshwater, causing chronic inflammation of the bladder, liver, and intestines.. GBD ref: 351",bool,169,Schistosomiasis,DSNY000335
"Inflammation of the meninges caused by bacterial, viral, or fungal pathogens, presenting with fever, headache, and neck stiffness and potentially fatal if untreated.. GBD ref: 332",bool,190,Meningitis,DSNY000354
"Conditions arising during pregnancy, childbirth, or the neonatal period, including obstetric complications and disorders of the newborn.. GBD ref: 962",bool,135,Maternal and neonatal disorders,DSNY000364
Non-malignant tumours that do not invade surrounding tissue or metastasise but may cause local symptoms through mass effect.. GBD ref: 490,bool,255,Z_Other neoplasms,DSNY000383
"Occupational lung diseases caused by chronic inhalation of mineral or organic dusts, including silicosis, coal workers pneumoconiosis, and asbestosis.. GBD ref: 510",bool,223,Pneumoconiosis,DSNY000399
"A bacterial infection caused by Clostridium tetani toxin, producing painful muscle spasms and rigidity, with neonatal tetanus a particular risk in low-income settings.. GBD ref: 340",bool,192,Tetanus,DSNY000358
"Conditions arising from insufficient intake of macro- or micronutrients, including protein-energy malnutrition and deficiencies in key vitamins and minerals.. GBD ref: 386",bool,137,Nutritional deficiencies,DSNY000370
"A bacterial zoonosis caused by Leptospira species, transmitted through contact with water or soil contaminated by infected animal urine, with risk elevated during flooding events.",bool,164,Leptospirosis,DSNY000350
"Deaths caused by neglected tropical diseases and malaria, disproportionately affecting populations in low-income tropical settings.",bool,124,Neglected tropical diseases and malaria mortality,DSNY000309
"Localised skin and underlying tissue injury resulting from prolonged pressure or shear forces, typically over bony prominences in immobile patients.. GBD ref: 665",bool,269,Decubitus ulcer,DSNY000455
"Bacterial infections of the skin and soft tissue, including cellulitis, impetigo, and erysipelas, caused predominantly by Staphylococcus aureus and Streptococcus pyogenes.. GBD ref: 980",bool,268,Bacterial skin diseases,DSNY000447
"Impaired kidney function assessed by reduced glomerular filtration rate or markers of renal damage, encompassing both chronic and acute kidney conditions.. REI ref: 341",bool,227,Kidney dysfunction,DSNY000440
"Injuries that occur without intent to cause harm, including falls, drowning, burns, poisonings, and environmental exposures.. GBD ref: 696",bool,290,Unintentional injuries,DSNY000472
"The broad category of diseases caused by infectious agents or related to maternal, neonatal, and nutritional conditions, as defined in the GBD cause hierarchy.. GBD ref: 295",bool,113,"2. Communicable, maternal, neonatal, and nutritional diseases",DSNY000314
"Non-communicable diseases not classified under the major GBD NCD categories, including congenital, genitourinary, haematological, and other miscellaneous conditions.. GBD ref: 640",bool,206,Z_Other non-communicable diseases,DSNY000462
"Inflammation of the brain parenchyma caused by viral, bacterial, or autoimmune processes, presenting with altered consciousness, seizures, and focal neurological signs.. GBD ref: 337",bool,187,Encephalitis,DSNY000355
"Infections of the gastrointestinal tract transmitted via contaminated food or water, including diarrhoeal diseases, typhoid, and cholera.. GBD ref: 957",bool,133,Enteric infections,DSNY000324
"An acute diarrhoeal illness caused by the bacterium Vibrio cholerae, typically transmitted through contaminated water and capable of causing rapid dehydration and death.. REI ref: 173",bool,144,Cholera,DSNY000326
"A chronic bacterial eye infection caused by Chlamydia trachomatis, the leading infectious cause of preventable blindness worldwide.. GBD ref: 356",bool,170,Trachoma,DSNY000340
"Skin infections caused by fungi including dermatophytes (tinea), yeasts (candidiasis), and moulds, particularly prevalent in hot and humid conditions.. GBD ref: 659",bool,271,Fungal skin diseases,DSNY000449
"Infection caused by the human immunodeficiency virus (HIV), which progressively damages the immune system and, without treatment, leads to acquired immunodeficiency syndrome (AIDS).. GBD ref: 298",bool,145,HIV/AIDS,DSNY000316
